Block level,Datetime,Operation,Received,From address,Sent,Fee,To address,Explorer link
3181186,2023-02-27 03:07:59,transaction,,,0,"-0,004799",KT1RUQPj9qxj8684V5FtyF2BCrNhoeCrRRaN,https://tzkt.io/opVvx8izQBHZKHQVSDBURu2aT71hejDkDUNa1U1ZfSCKwABGVi7/10523773
3181186,2023-02-27 03:07:59,transaction,,,0,"-0,00025",KT1QppHvVZKFkSruSYnwQBd7AGcY3bjay2fZ,https://tzkt.io/opVvx8izQBHZKHQVSDBURu2aT71hejDkDUNa1U1ZfSCKwABGVi7/10523775
3182896,2023-02-27 17:26:44,transaction,,,0,"-0,005925",KT1PnUZCp3u2KzWr93pn4DD7HAJnm3rWVrgn,https://tzkt.io/ooGLDucqqpCvnuBkGjBdKmRMipadGTPb9nWAzyMbsgiSM6HEC7p/10523776
3182896,2023-02-27 17:26:44,transaction,,,"-13,829564",0,KT1Pyd1r9F4nMaHy8pPZxPSq6VCn9hVbVrf4,https://tzkt.io/ooGLDucqqpCvnuBkGjBdKmRMipadGTPb9nWAzyMbsgiSM6HEC7p/10523777
3182896,2023-02-27 17:26:44,transaction,,,,"-0,00075",KT1PnUZCp3u2KzWr93pn4DD7HAJnm3rWVrgn,https://tzkt.io/ooGLDucqqpCvnuBkGjBdKmRMipadGTPb9nWAzyMbsgiSM6HEC7p/10523777/9
3185571,2023-02-28 15:48:44,transaction,,,0,"-0,003163",KT1BJC12dG17CVvPKJ1VYaNnaT5mzfnUTwXv,https://tzkt.io/onfpD9gvPqvJ8sVPLchuUU9E8sdcPxNbtSpCb8pMLMX6pyj9EGm/10523780
3185571,2023-02-28 15:48:44,transaction,,,,"-0,08975",KT1U6EHmNxJTkvaWJ4ThczG4FSDaHC21ssvi,https://tzkt.io/onfpD9gvPqvJ8sVPLchuUU9E8sdcPxNbtSpCb8pMLMX6pyj9EGm/10523780/13
3186694,2023-03-01 01:16:59,transaction,"0,013102",tz1NAozDvi5e7frVq9cUaC3uXQQannemB8Jw,,,,https://tzkt.io/onoPGrNpzGKDBy4VkuDGGVrrH8QSYgVY1qHrrTDgdJJa48TWwA4/1775698
3187159,2023-03-01 05:13:29,transaction,,,-70,"-0,000784",KT1KV6289KYeYVqQk4E9iNx842FhPuEkkBxv,https://tzkt.io/ooeiqrVb4saG9tLmJuGjTLgW39qePHLekE1iaciSWCyZgv11Pii/10523781
3187161,2023-03-01 05:14:29,transaction,,,0,"-0,000762",KT1GWnsoFZVHGh7roXEER3qeCcgJgrXT3de2,https://tzkt.io/ooAm41xYgTVEUMFHKWLj4BL4H4pezARvu3S1JYvZM6wGV1vYzF9/10523782
3187170,2023-03-01 05:18:59,transaction,,,0,"-0,027529",KT1SjXiUX63QvdNMcM2m492f7kuf8JxXRLp4,https://tzkt.io/ooU8uqh4vPhXpUypJTtkkWUXpPbjzSBJs3p5eAdjxRziz3jD7AP/10523783
3187172,2023-03-01 05:19:59,transaction,,,0,"-0,018109",KT1SjXiUX63QvdNMcM2m492f7kuf8JxXRLp4,https://tzkt.io/ooncnZhMoRRvsUkgSgiitSQdqMaNzDNSVKrKUFJBKNcCbWYTC2c/10523786
3187175,2023-03-01 05:21:29,transaction,,,0,"-0,004902",KT1XnTn74bUtxHfDtBmm2bGZAQfhPbvKWR8o,https://tzkt.io/onpzpykdfMp2itWaYNxGYAH7zScvuKvr62RbqpjQ1dXmbf9Wa2a/10523789
3187178,2023-03-01 05:22:59,transaction,,,0,"-0,002939",KT1RZfKgNckJPqbxDWYKW14kvrJE9RtF93pc,https://tzkt.io/opNfzrFhjfzy9XoyJy61ew9WwtgZrH2u3Xm7suGfyPvppjMkYWq/10523794
3187183,2023-03-01 05:25:29,transaction,,,0,"-0,002459",KT1SskdLW3Ayyz7dnLmmjxAyDLxeJ8hm5BXe,https://tzkt.io/opB6UK82HrUpNoY8dGCrVS2DENsfiHfLgiMzPrqQez6Ncvb9EBR/10523796
3187185,2023-03-01 05:26:29,transaction,,,0,"-0,001971",KT1K9hiEmnNyfuwoL2S14YuULUC9E5ciguNN,https://tzkt.io/ooEsZMFX436AePGoinoF1Rw3Qeik64DLQwyFQYUp8n72pYMxPGB/10523797
3187188,2023-03-01 05:27:59,transaction,,,0,"-0,005457",KT1XRPEPXbZK25r3Htzp2o1x7xdMMmfocKNW,https://tzkt.io/opQCEFJKWoEpJ98CjJN7K3nqx94FRAcpB2cquMKZvh5cDvntNjF/10523798
3187190,2023-03-01 05:28:59,transaction,,,0,"-0,009811",KT1Xobej4mc6XgEjDoJoHtTKgbD1ELMvcQuL,https://tzkt.io/op4JscGeamG9toJHP639vdJwNPzabaGwSaQVBr3ypnL4t6vyiQ2/10523801
3187193,2023-03-01 05:30:29,transaction,,,0,"-0,004629",KT1XnTn74bUtxHfDtBmm2bGZAQfhPbvKWR8o,https://tzkt.io/onxPJUCx47oCuE9uAs2EJZE9GtTZcehahVSkZZQiGJ6ybyMAYyU/10523804
3194885,2023-03-03 22:03:44,transaction,"0,0121",tz1NAozDvi5e7frVq9cUaC3uXQQannemB8Jw,,,,https://tzkt.io/opHZcLEeTxHuSuu35wtUG6X89YvuGXV8XSdqDJifBAZVeFJygar/1777806
3195692,2023-03-04 04:50:59,transaction,,,0,"-0,002965",KT1RZfKgNckJPqbxDWYKW14kvrJE9RtF93pc,https://tzkt.io/onnN1apFURqGHUhu3ytFueEwxn4vf3PNnpTebadL6hHhq2p6sjw/10523809
3195694,2023-03-04 04:51:59,transaction,,,0,"-0,031039",KT1JYheukuKo2n7TCqR2CcqoxwxTVMkqkmRj,https://tzkt.io/oo7jbXEH97qaLwWZr2xVaKiwgBgXvshFQi2fkMyJehWC2QhTTy8/10523811
3195694,2023-03-04 04:51:59,transaction,,,,"-0,01675",KT1Mr7RmJJPYKov7goTtUmdbQkGEjNqpWS4T,https://tzkt.io/oo7jbXEH97qaLwWZr2xVaKiwgBgXvshFQi2fkMyJehWC2QhTTy8/10523815/8
3195694,2023-03-04 04:51:59,transaction,,,,"-0,01675",KT1Mr7RmJJPYKov7goTtUmdbQkGEjNqpWS4T,https://tzkt.io/oo7jbXEH97qaLwWZr2xVaKiwgBgXvshFQi2fkMyJehWC2QhTTy8/10523816/11
3195694,2023-03-04 04:51:59,transaction,,,,"-0,01675",KT1Mr7RmJJPYKov7goTtUmdbQkGEjNqpWS4T,https://tzkt.io/oo7jbXEH97qaLwWZr2xVaKiwgBgXvshFQi2fkMyJehWC2QhTTy8/10523817/14
3195694,2023-03-04 04:51:59,transaction,,,,"-0,0335",KT1Mr7RmJJPYKov7goTtUmdbQkGEjNqpWS4T,https://tzkt.io/oo7jbXEH97qaLwWZr2xVaKiwgBgXvshFQi2fkMyJehWC2QhTTy8/10523818/17
3195694,2023-03-04 04:51:59,transaction,,,,"-0,01675",KT1Mr7RmJJPYKov7goTtUmdbQkGEjNqpWS4T,https://tzkt.io/oo7jbXEH97qaLwWZr2xVaKiwgBgXvshFQi2fkMyJehWC2QhTTy8/10523819/20
3195694,2023-03-04 04:51:59,transaction,,,0,"-0,01675",KT18kkvmUoefkdok5mrjU6fxsm7xmumy1NEw,https://tzkt.io/oo7jbXEH97qaLwWZr2xVaKiwgBgXvshFQi2fkMyJehWC2QhTTy8/10523820
3195694,2023-03-04 04:51:59,transaction,,,,"-0,0525",KT18kkvmUoefkdok5mrjU6fxsm7xmumy1NEw,https://tzkt.io/oo7jbXEH97qaLwWZr2xVaKiwgBgXvshFQi2fkMyJehWC2QhTTy8/10523820/23
3195694,2023-03-04 04:51:59,transaction,,,0,"-0,01675",KT18kkvmUoefkdok5mrjU6fxsm7xmumy1NEw,https://tzkt.io/oo7jbXEH97qaLwWZr2xVaKiwgBgXvshFQi2fkMyJehWC2QhTTy8/10523821
3195694,2023-03-04 04:51:59,transaction,,,,"-0,053",KT18kkvmUoefkdok5mrjU6fxsm7xmumy1NEw,https://tzkt.io/oo7jbXEH97qaLwWZr2xVaKiwgBgXvshFQi2fkMyJehWC2QhTTy8/10523821/24
3195694,2023-03-04 04:51:59,transaction,,,0,"-0,01675",KT18kkvmUoefkdok5mrjU6fxsm7xmumy1NEw,https://tzkt.io/oo7jbXEH97qaLwWZr2xVaKiwgBgXvshFQi2fkMyJehWC2QhTTy8/10523822
3195694,2023-03-04 04:51:59,transaction,,,,"-0,0525",KT18kkvmUoefkdok5mrjU6fxsm7xmumy1NEw,https://tzkt.io/oo7jbXEH97qaLwWZr2xVaKiwgBgXvshFQi2fkMyJehWC2QhTTy8/10523822/25
3195700,2023-03-04 04:54:59,transaction,,,0,"-0,001314",KT18kkvmUoefkdok5mrjU6fxsm7xmumy1NEw,https://tzkt.io/oo4sdkWAWtexLVdvUBUA5L1FXcQdAYiGCmRyLn9Uc1igbwu9ZuD/10523823
3197378,2023-03-04 19:18:14,transaction,,,0,"-0,012482",KT1PnUZCp3u2KzWr93pn4DD7HAJnm3rWVrgn,https://tzkt.io/onjRPnE8UusWi3g74dtFwkuF28bfy9fxp8PmAgNqXTnzZnMby5L/10523824
3197378,2023-03-04 19:18:14,transaction,,,"-3,649971",0,KT1Pyd1r9F4nMaHy8pPZxPSq6VCn9hVbVrf4,https://tzkt.io/onjRPnE8UusWi3g74dtFwkuF28bfy9fxp8PmAgNqXTnzZnMby5L/10523825
3197378,2023-03-04 19:18:14,transaction,,,"-0,630934",0,KT1Pyd1r9F4nMaHy8pPZxPSq6VCn9hVbVrf4,https://tzkt.io/onjRPnE8UusWi3g74dtFwkuF28bfy9fxp8PmAgNqXTnzZnMby5L/10523829
3197378,2023-03-04 19:18:14,transaction,,,,"-0,01675",KT1V1u3aJcbsjKoE5pFQ76Gx3Wz5uJkkL9Z8,https://tzkt.io/onjRPnE8UusWi3g74dtFwkuF28bfy9fxp8PmAgNqXTnzZnMby5L/10523830/33
3203077,2023-03-06 19:14:59,transaction,"0,053714",tz1NAozDvi5e7frVq9cUaC3uXQQannemB8Jw,,,,https://tzkt.io/op9NpGvLg5yZCKx3eiL46Tyj3zMvDdNRMc4d6aobbvofz5qmUaG/1779576
3205948,2023-03-07 19:17:14,transaction,,,0,"-0,000879",KT1QQPYLhqHSkJQNYdLQuNAw5uYkQbJ1s2Jw,https://tzkt.io/ooh5vStLvQ4PfzWBTZq8m2XJSU95t5fddAaGnA8C9p57Um2nabs/10523832
3206186,2023-03-07 21:16:14,transaction,,,-2,"-0,064622",tz1NJjLHNxNHuRBXvYFvgoUwKcon4cFLiZDm,https://tzkt.io/ooMgU2LbLbYb4F3Pa2PZRTZip5Hhj8oGnuFenrCUrzgwH5c1G4D/10523833
3206199,2023-03-07 21:23:29,transaction,,,0,"-0,006356",KT1PnUZCp3u2KzWr93pn4DD7HAJnm3rWVrgn,https://tzkt.io/oopncr7okvNG4MQYDM15AVdeXF76HrWkAFf7k6UPJuNAnVvGx5b/10523834
3206199,2023-03-07 21:23:29,transaction,,,"-1,029671",0,KT1Pyd1r9F4nMaHy8pPZxPSq6VCn9hVbVrf4,https://tzkt.io/oopncr7okvNG4MQYDM15AVdeXF76HrWkAFf7k6UPJuNAnVvGx5b/10523835
3206199,2023-03-07 21:23:29,transaction,,,,"-0,01675",KT1CHsxqJjwPT2tAYzLpNyvTW7rrP14uyeRS,https://tzkt.io/oopncr7okvNG4MQYDM15AVdeXF76HrWkAFf7k6UPJuNAnVvGx5b/10523836/12
3206207,2023-03-07 21:27:29,transaction,,,0,"-0,024448",KT1PnUZCp3u2KzWr93pn4DD7HAJnm3rWVrgn,https://tzkt.io/ooyvpiSoENmCaK9qEeD9PZiRK1tnTC5mLtnvBrQAFvpg2tdSQxo/10523838
3206207,2023-03-07 21:27:29,transaction,,,"-1,751851",0,KT1Pyd1r9F4nMaHy8pPZxPSq6VCn9hVbVrf4,https://tzkt.io/ooyvpiSoENmCaK9qEeD9PZiRK1tnTC5mLtnvBrQAFvpg2tdSQxo/10523839
3206207,2023-03-07 21:27:29,transaction,,,,"-0,00025",KT1PnUZCp3u2KzWr93pn4DD7HAJnm3rWVrgn,https://tzkt.io/ooyvpiSoENmCaK9qEeD9PZiRK1tnTC5mLtnvBrQAFvpg2tdSQxo/10523840/14
3206207,2023-03-07 21:27:29,transaction,,,,"-0,01675",KT1CHsxqJjwPT2tAYzLpNyvTW7rrP14uyeRS,https://tzkt.io/ooyvpiSoENmCaK9qEeD9PZiRK1tnTC5mLtnvBrQAFvpg2tdSQxo/10523840/17
3206207,2023-03-07 21:27:29,transaction,,,"-1,24121",0,KT1Pyd1r9F4nMaHy8pPZxPSq6VCn9hVbVrf4,https://tzkt.io/ooyvpiSoENmCaK9qEeD9PZiRK1tnTC5mLtnvBrQAFvpg2tdSQxo/10523843
3206207,2023-03-07 21:27:29,transaction,,,0,"-0,00025",KT1NaUfu8ZMoqL3bX3e4RkmuL92VfFZdaTMM,https://tzkt.io/ooyvpiSoENmCaK9qEeD9PZiRK1tnTC5mLtnvBrQAFvpg2tdSQxo/10523844
3206207,2023-03-07 21:27:29,transaction,,,,"-0,01675",KT1CHsxqJjwPT2tAYzLpNyvTW7rrP14uyeRS,https://tzkt.io/ooyvpiSoENmCaK9qEeD9PZiRK1tnTC5mLtnvBrQAFvpg2tdSQxo/10523844/33
3206207,2023-03-07 21:27:29,transaction,,,"-1,235606",0,KT1Pyd1r9F4nMaHy8pPZxPSq6VCn9hVbVrf4,https://tzkt.io/ooyvpiSoENmCaK9qEeD9PZiRK1tnTC5mLtnvBrQAFvpg2tdSQxo/10523847
3206207,2023-03-07 21:27:29,transaction,,,0,"-0,00025",KT1NaUfu8ZMoqL3bX3e4RkmuL92VfFZdaTMM,https://tzkt.io/ooyvpiSoENmCaK9qEeD9PZiRK1tnTC5mLtnvBrQAFvpg2tdSQxo/10523848
3206207,2023-03-07 21:27:29,transaction,,,,"-0,01675",KT1CHsxqJjwPT2tAYzLpNyvTW7rrP14uyeRS,https://tzkt.io/ooyvpiSoENmCaK9qEeD9PZiRK1tnTC5mLtnvBrQAFvpg2tdSQxo/10523848/49
3206207,2023-03-07 21:27:29,transaction,,,"-1,876649",0,KT1Pyd1r9F4nMaHy8pPZxPSq6VCn9hVbVrf4,https://tzkt.io/ooyvpiSoENmCaK9qEeD9PZiRK1tnTC5mLtnvBrQAFvpg2tdSQxo/10523851
3206207,2023-03-07 21:27:29,transaction,,,,"-0,01675",KT1CHsxqJjwPT2tAYzLpNyvTW7rrP14uyeRS,https://tzkt.io/ooyvpiSoENmCaK9qEeD9PZiRK1tnTC5mLtnvBrQAFvpg2tdSQxo/10523852/65
3206216,2023-03-07 21:31:59,transaction,,,0,"-0,006136",KT1PnUZCp3u2KzWr93pn4DD7HAJnm3rWVrgn,https://tzkt.io/ooBMqMsMHaU38kZDBbnEj8Bz1cyJnMASKsCDfMt6zYbuLEpgyce/10523854
3206216,2023-03-07 21:31:59,transaction,,,"-1,134818",0,KT1Pyd1r9F4nMaHy8pPZxPSq6VCn9hVbVrf4,https://tzkt.io/ooBMqMsMHaU38kZDBbnEj8Bz1cyJnMASKsCDfMt6zYbuLEpgyce/10523855
3206216,2023-03-07 21:31:59,transaction,,,,"-0,01675",KT1CHsxqJjwPT2tAYzLpNyvTW7rrP14uyeRS,https://tzkt.io/ooBMqMsMHaU38kZDBbnEj8Bz1cyJnMASKsCDfMt6zYbuLEpgyce/10523856/16
3206854,2023-03-08 02:51:44,transaction,,,0,"-0,002123",KT1NEa7CmaLaWgHNi6LkRi5Z1f4oHfdzRdGA,https://tzkt.io/oonjMjTY5FLp3oA4XnTKhaemfogroHHkTEqB7LqbALcxFLduC1e/10523858
3206854,2023-03-08 02:51:44,transaction,,,,"-0,04325",KT1JkoE42rrMBP9b2oDhbx6EUr26GcySZMUH,https://tzkt.io/oonjMjTY5FLp3oA4XnTKhaemfogroHHkTEqB7LqbALcxFLduC1e/10523858/11
3206854,2023-03-08 02:51:44,transaction,"1,360458",KT1NEa7CmaLaWgHNi6LkRi5Z1f4oHfdzRdGA,,,,https://tzkt.io/oonjMjTY5FLp3oA4XnTKhaemfogroHHkTEqB7LqbALcxFLduC1e/10523858/10
3206857,2023-03-08 02:53:14,transaction,,,0,"-0,001822",KT1FG63hhFtMEEEtmBSX2vuFmP87t9E7Ab4t,https://tzkt.io/onmeA3wMpeg4kYMV3ktZSd8Gb9hgpdniEbZAX2yF3NC2eWSnbrk/10523859
3206857,2023-03-08 02:53:14,transaction,"7,734379",KT1FG63hhFtMEEEtmBSX2vuFmP87t9E7Ab4t,,,,https://tzkt.io/onmeA3wMpeg4kYMV3ktZSd8Gb9hgpdniEbZAX2yF3NC2eWSnbrk/10523859/5
3206859,2023-03-08 02:54:14,transaction,,,0,"-0,001617",KT1FbYwEWU8BTfrvNoL5xDEC5owsDxv9nqKT,https://tzkt.io/oo1LPsYMU7BEAsx5kPKuEMvctSpPTCvt8poVLyJT6K79r4dx4y5/10523860
3206859,2023-03-08 02:54:14,transaction,"14,201836",KT1FbYwEWU8BTfrvNoL5xDEC5owsDxv9nqKT,,,,https://tzkt.io/oo1LPsYMU7BEAsx5kPKuEMvctSpPTCvt8poVLyJT6K79r4dx4y5/10523860/5
3206862,2023-03-08 02:55:44,transaction,,,0,"-0,002156",KT1BMEEPX7MWzwwadW3NCSZe9XGmFJ7rs7Dr,https://tzkt.io/ooE5BiwX8LUZEREPZ78gDTNBw46tBBegSmJAvUsainiZ8VCFAvf/10523861
3206862,2023-03-08 02:55:44,transaction,,,,"-0,00225",KT1AEfeckNbdEYwaMKkytBwPJPycz7jdSGea,https://tzkt.io/ooE5BiwX8LUZEREPZ78gDTNBw46tBBegSmJAvUsainiZ8VCFAvf/10523861/14
3206862,2023-03-08 02:55:44,transaction,"0,103989",KT1BMEEPX7MWzwwadW3NCSZe9XGmFJ7rs7Dr,,,,https://tzkt.io/ooE5BiwX8LUZEREPZ78gDTNBw46tBBegSmJAvUsainiZ8VCFAvf/10523861/13
3208270,2023-03-08 14:42:44,transaction,,,0,"-0,017693",KT1PcM1LUqgVdkXqKvZ4CeC9aiwLgYYCEHMH,https://tzkt.io/opRgtwjyHciqgRmFdhJpTmJMvMAoqKzopGtW6ozvQG9yMtiWsNT/10523862
3208561,2023-03-08 17:08:59,transaction,,,0,"-0,028135",KT1XnTn74bUtxHfDtBmm2bGZAQfhPbvKWR8o,https://tzkt.io/onpJCTwnTZDyAoh3Ciyz1GzGNCpLhqYWbCtek5ncLRcT7GBMi99/10523863
3208561,2023-03-08 17:08:59,transaction,"72,908308",KT1Tuta6vbpHhZ15ixsYD3qJdhnpEAuogLQ9,,,,https://tzkt.io/onpJCTwnTZDyAoh3Ciyz1GzGNCpLhqYWbCtek5ncLRcT7GBMi99/10523864/67
3208564,2023-03-08 17:10:29,transaction,,,0,"-0,016585",KT1LRboPna9yQY9BrjtQYDS1DVxhKESK4VVd,https://tzkt.io/oonFNm1MbURKBtyCkNdRdk3dmpvXru73usv3wwzFV6QKzMovxVq/10523866
3208564,2023-03-08 17:10:29,transaction,"7,731313",KT1Tuta6vbpHhZ15ixsYD3qJdhnpEAuogLQ9,,,,https://tzkt.io/oonFNm1MbURKBtyCkNdRdk3dmpvXru73usv3wwzFV6QKzMovxVq/10523867/52
3208566,2023-03-08 17:11:29,transaction,,,0,"-0,058633",KT1K9gCRgaLRFKTErYt1wVxA3Frb9FjasjTV,https://tzkt.io/oosv3ARuuUVQVjdRFs6L5baMuHi8n1ZHjtdTvcfT3LwQ3RB3mtm/10523869
3208566,2023-03-08 17:11:29,transaction,,,0,"-0,00225",KT1K9gCRgaLRFKTErYt1wVxA3Frb9FjasjTV,https://tzkt.io/oosv3ARuuUVQVjdRFs6L5baMuHi8n1ZHjtdTvcfT3LwQ3RB3mtm/10523870
3208566,2023-03-08 17:11:29,transaction,,,,"-0,00825",KT1RsTtKsNttsAytEt5fs8xLZBNtRieWAXBK,https://tzkt.io/oosv3ARuuUVQVjdRFs6L5baMuHi8n1ZHjtdTvcfT3LwQ3RB3mtm/10523871/62
3208566,2023-03-08 17:11:29,transaction,"10,734007",KT1Tuta6vbpHhZ15ixsYD3qJdhnpEAuogLQ9,,,,https://tzkt.io/oosv3ARuuUVQVjdRFs6L5baMuHi8n1ZHjtdTvcfT3LwQ3RB3mtm/10523871/116
3208568,2023-03-08 17:12:29,transaction,,,0,"-0,025253",KT1JkoE42rrMBP9b2oDhbx6EUr26GcySZMUH,https://tzkt.io/oo81w8pZofYfCNPzTy4w2U7yxkuAay79WXK5syj9Sho1Ebp1dNp/10523872
3208568,2023-03-08 17:12:29,transaction,,,0,"-0,00225",KT1JkoE42rrMBP9b2oDhbx6EUr26GcySZMUH,https://tzkt.io/oo81w8pZofYfCNPzTy4w2U7yxkuAay79WXK5syj9Sho1Ebp1dNp/10523873
3208568,2023-03-08 17:12:29,transaction,,,,"-0,037",KT1JkoE42rrMBP9b2oDhbx6EUr26GcySZMUH,https://tzkt.io/oo81w8pZofYfCNPzTy4w2U7yxkuAay79WXK5syj9Sho1Ebp1dNp/10523874/27
3208568,2023-03-08 17:12:29,transaction,,,,"-0,0205",KT1JkoE42rrMBP9b2oDhbx6EUr26GcySZMUH,https://tzkt.io/oo81w8pZofYfCNPzTy4w2U7yxkuAay79WXK5syj9Sho1Ebp1dNp/10523874/30
3208568,2023-03-08 17:12:29,transaction,,,,"-0,02075",KT1JkoE42rrMBP9b2oDhbx6EUr26GcySZMUH,https://tzkt.io/oo81w8pZofYfCNPzTy4w2U7yxkuAay79WXK5syj9Sho1Ebp1dNp/10523874/41
3208568,2023-03-08 17:12:29,transaction,,,,"-0,01675",KT1JkoE42rrMBP9b2oDhbx6EUr26GcySZMUH,https://tzkt.io/oo81w8pZofYfCNPzTy4w2U7yxkuAay79WXK5syj9Sho1Ebp1dNp/10523874/55
3208568,2023-03-08 17:12:29,transaction,"1,289788",KT1Tuta6vbpHhZ15ixsYD3qJdhnpEAuogLQ9,,,,https://tzkt.io/oo81w8pZofYfCNPzTy4w2U7yxkuAay79WXK5syj9Sho1Ebp1dNp/10523874/67
3208571,2023-03-08 17:13:59,transaction,,,0,"-0,005464",KT1914CUZ7EegAFPbfgQMRkw8Uz5mYkEz2ui,https://tzkt.io/opQkqbASUkGbvnYSnZoScpPyp6b4wPkwxTJAjcfF1uWGVGJjVZm/10523875
3208571,2023-03-08 17:13:59,transaction,"19,75244",KT1Tuta6vbpHhZ15ixsYD3qJdhnpEAuogLQ9,,,,https://tzkt.io/opQkqbASUkGbvnYSnZoScpPyp6b4wPkwxTJAjcfF1uWGVGJjVZm/10523876/26
3211271,2023-03-09 15:51:59,transaction,"0,003966",tz1NAozDvi5e7frVq9cUaC3uXQQannemB8Jw,,,,https://tzkt.io/onkd9249djzknFRbcC4BTqfVC7woByRdTFNTiiaW9NJKRjP3deP/1782327
3214132,2023-03-10 15:49:44,transaction,,,0,"-0,000759",KT1GWnsoFZVHGh7roXEER3qeCcgJgrXT3de2,https://tzkt.io/ooT6TZFdpkQzcRuzsaW9TReBuJ8CN9yrDyiFtJ3Z2dtfpdJ2q51/10523878
3214137,2023-03-10 15:52:14,transaction,,,-100,"-0,001337",KT1CAYNQGvYSF5UvHK21grMrKpe2563w9UcX,https://tzkt.io/ooNqYxqEbfyaeJaHm7HJLqyW4atDrR81Kyd6bViHEU4pFcncTm6/10523879
3214139,2023-03-10 15:53:14,transaction,,,0,"-0,000759",KT1GWnsoFZVHGh7roXEER3qeCcgJgrXT3de2,https://tzkt.io/ooNBmL2hgQvSrnkGgupSQLdof7oFqeq8ULUYEJBkZ6CmRKyptnR/10523880
3214141,2023-03-10 15:54:14,transaction,,,0,"-0,000936",KT1GWnsoFZVHGh7roXEER3qeCcgJgrXT3de2,https://tzkt.io/ooA2K69CLdiCxePgyD63FUUycro6eeCvpAZBy2WMr4iRbDR7cWS/10523881
3214141,2023-03-10 15:54:14,transaction,200,KT1KV6289KYeYVqQk4E9iNx842FhPuEkkBxv,,,,https://tzkt.io/ooA2K69CLdiCxePgyD63FUUycro6eeCvpAZBy2WMr4iRbDR7cWS/10523881/2
3214143,2023-03-10 15:55:14,transaction,,,-200,"-0,001338",KT1CAYNQGvYSF5UvHK21grMrKpe2563w9UcX,https://tzkt.io/opCxSNc5QBt5zyh4kwNbLiJ23qcN9vcYJwcCZEECvtrZxT7V8Nz/10523882
3214145,2023-03-10 15:56:14,transaction,,,0,"-0,00076",KT1GWnsoFZVHGh7roXEER3qeCcgJgrXT3de2,https://tzkt.io/oo5Rv2a6boSguxc4yLKFF87AAqJV7yMuFhh1jWoUnHTCXmWvxqf/10523883
3214147,2023-03-10 15:57:14,transaction,,,0,"-0,000829",KT1GWnsoFZVHGh7roXEER3qeCcgJgrXT3de2,https://tzkt.io/ooGsNXwoc3HPmQ5H7udZdD8KDA9dnr4hZvHV4pGm54s9NoT7JEt/10523884
3214147,2023-03-10 15:57:14,transaction,200,KT1KV6289KYeYVqQk4E9iNx842FhPuEkkBxv,,,,https://tzkt.io/ooGsNXwoc3HPmQ5H7udZdD8KDA9dnr4hZvHV4pGm54s9NoT7JEt/10523884/1
3214149,2023-03-10 15:58:14,transaction,,,-200,"-0,001338",KT1CAYNQGvYSF5UvHK21grMrKpe2563w9UcX,https://tzkt.io/oo4L4c26q9qJ4JY3aZ5q6Sr7UgRSA1CTejcmeEhb5qdhnzPm7e2/10523885
3214150,2023-03-10 15:58:44,transaction,,,0,"-0,00076",KT1GWnsoFZVHGh7roXEER3qeCcgJgrXT3de2,https://tzkt.io/ooDcZZZhkL1axmmHcyd9kYfhCnzxcqrB3Yi8CPWoCZXYQzDWWBN/10523886
3214794,2023-03-10 21:21:29,transaction,,,"-0,1","-0,001401",KT1WvzYHCNBvDSdwafTHv7nJ1dWmZ8GCYuuC,https://tzkt.io/opQs5mbiYchezViGjN9bsTRQcAw2XFyQTSFdQyhtowLLqyo4Mvt/10523887
3214797,2023-03-10 21:22:59,transaction,,,0,"-0,01675",KT1QYVvQb1NCMWLLSAT7YcYtmmuEiKtTHmwd,https://tzkt.io/opBeWLSAdQ8hGUMMtVudQ6vX1aCxPrW4NmLhiF3nfh9BJCLDJUQ/10523888
3214797,2023-03-10 21:22:59,transaction,,,,"-0,01675",KT1QYVvQb1NCMWLLSAT7YcYtmmuEiKtTHmwd,https://tzkt.io/opBeWLSAdQ8hGUMMtVudQ6vX1aCxPrW4NmLhiF3nfh9BJCLDJUQ/10523889/3
3214797,2023-03-10 21:22:59,transaction,,,,"-0,01675",KT1QYVvQb1NCMWLLSAT7YcYtmmuEiKtTHmwd,https://tzkt.io/opBeWLSAdQ8hGUMMtVudQ6vX1aCxPrW4NmLhiF3nfh9BJCLDJUQ/10523889/2
3214797,2023-03-10 21:22:59,transaction,,,0,"-0,001996",KT1QYVvQb1NCMWLLSAT7YcYtmmuEiKtTHmwd,https://tzkt.io/opBeWLSAdQ8hGUMMtVudQ6vX1aCxPrW4NmLhiF3nfh9BJCLDJUQ/10523890
3218538,2023-03-12 04:38:44,transaction,,,0,"-0,000936",KT1GWnsoFZVHGh7roXEER3qeCcgJgrXT3de2,https://tzkt.io/oo9wH3poeTXpbxftVrhxStMDp438vY4BYUvdbJXQhiscZJb5QSG/10523891
3218538,2023-03-12 04:38:44,transaction,200,KT1KV6289KYeYVqQk4E9iNx842FhPuEkkBxv,,,,https://tzkt.io/oo9wH3poeTXpbxftVrhxStMDp438vY4BYUvdbJXQhiscZJb5QSG/10523891/1
3218543,2023-03-12 04:41:14,transaction,,,-200,"-0,017561",KT1Tuta6vbpHhZ15ixsYD3qJdhnpEAuogLQ9,https://tzkt.io/oovpmu7PQWLtGyBdwUgYPbut8NwnbD8gcdaGJ5Pcv4SPRt611g9/10523892
